date,open,high,low,close,volume
2023-06-29 10:10:00,119.64,119.64,119.32,119.45,235537
2023-06-29 10:15:00,119.47,119.68,119.415,119.48,164401
2023-06-29 10:20:00,119.48,119.78,119.47,119.72,178086
2023-06-29 10:25:00,119.72,119.89,119.57,119.58,180822
2023-06-29 10:30:00,119.59,119.7242,119.4,119.71,220000
2023-06-29 10:35:00,119.72,119.8479,119.61,119.77,165163
2023-06-29 10:40:00,119.76,119.82,119.37,119.48,250658
2023-06-29 10:45:00,119.46,119.52,119.21,119.51,213758
2023-06-29 10:50:00,119.51,119.61,119.43,119.482,146893
2023-06-29 10:55:00,119.49,119.54,119.38,119.4,180273
2023-06-29 11:00:00,119.3983,119.58,119.37,119.54,151884
2023-06-29 11:05:00,119.54,119.94,119.49,119.89,208507
2023-06-29 11:10:00,119.89,120.13,119.87,120.09,162974
2023-06-29 11:15:00,120.1,120.18,119.94,120.08,186991
2023-06-29 11:20:00,120.09,120.41,120.08,120.405,146420
2023-06-29 11:25:00,120.4,120.51,120.3,120.48,233709
2023-06-29 11:30:00,120.4884,120.51,120.32,120.355,158154
2023-06-29 11:35:00,120.355,120.43,120.18,120.43,199281
2023-06-29 11:40:00,120.445,120.52,120.22,120.23,170283
2023-06-29 11:45:00,120.24,120.36,120.22,120.255,91268
2023-06-29 11:50:00,120.26,120.448,120.26,120.43,76097
2023-06-29 11:55:00,120.45,120.495,120.39,120.45,82642
2023-06-29 12:00:00,120.45,120.52,120.29,120.33,100255
2023-06-29 12:05:00,120.34,120.39,120.28,120.39,84700
2023-06-29 12:10:00,120.38,120.42,120.11,120.13,101220
2023-06-29 12:15:00,120.1231,120.25,120.03,120.18,79943
2023-06-29 12:20:00,120.1701,120.18,120.02,120.03,103715
2023-06-29 12:25:00,120.03,120.21,119.94,120.16,143272
2023-06-29 12:30:00,120.16,120.185,120.05,120.11,113594
2023-06-29 12:35:00,120.11,120.16,120.0286,120.11,123843
2023-06-29 12:40:00,120.11,120.27,120.08,120.2,83096
2023-06-29 12:45:00,120.2103,120.38,120.18,120.28,109744
2023-06-29 12:50:00,120.2874,120.29,120.18,120.2,81721
2023-06-29 12:55:00,120.195,120.225,119.94,120.005,102813
2023-06-29 13:00:00,120.0,120.0564,119.89,120.03,78279
2023-06-29 13:05:00,120.0309,120.09,119.86,120.09,102256
2023-06-29 13:10:00,120.08,120.15,120.01,120.099,85120
2023-06-29 13:15:00,120.09,120.24,120.08,120.1983,73542
2023-06-29 13:20:00,120.2099,120.3,120.16,120.22,68198
2023-06-29 13:25:00,120.22,120.22,120.13,120.15,54093
2023-06-29 13:30:00,120.15,120.18,120.01,120.07,70777
2023-06-29 13:35:00,120.08,120.12,119.99,120.1,82208
